iter	Logloss
172	0.2279934335
173	0.2276926112
174	0.2273592617
175	0.2271382799
176	0.2269504369
177	0.2266627927
178	0.2263518418
179	0.225892245
180	0.2254366019
181	0.2250936939
182	0.2249313199
183	0.2247586759
184	0.2245600315
185	0.2241177998
186	0.2238257358
187	0.2236513191
188	0.2234910813
189	0.2232449949
190	0.2228973798
191	0.2226365962
192	0.2224080876
193	0.2221375505
194	0.2219265001
195	0.2213458442
196	0.2210591278
197	0.2208504571
198	0.2206467814
199	0.2204159956
200	0.2201953531
201	0.2200204662
202	0.2196445693
203	0.2194617743
204	0.219260184
205	0.2191013025
206	0.2188409284
207	0.2186873147
208	0.2184454924
209	0.2182628889
210	0.2180118109
211	0.2177522926
212	0.2175499104
213	0.2173643418
214	0.2172104573
215	0.2170577481
216	0.216925921
217	0.2167623386
218	0.2163336268
219	0.2161590396
220	0.2159781364
221	0.2157828499
222	0.2156041436
223	0.2154103709
224	0.2153027904
225	0.2151101539
226	0.2148659271
227	0.2146417632
228	0.2144129831
229	0.2140942939
230	0.2139355984
231	0.2135111139
232	0.21336
233	0.2130661768
234	0.2128950672
235	0.2127173711
236	0.2124439619
237	0.2123049378
238	0.2121508399
239	0.2120498983
240	0.2118602404
241	0.2116405795
242	0.2114785113
243	0.2113109663
244	0.2110425234
245	0.2108330535
246	0.2107266685
247	0.2105531561
248	0.2103961247
249	0.2102136898
250	0.21011049
251	0.209902897
252	0.2097253492
253	0.2095259952
254	0.2093366817
255	0.2091363122
256	0.2089725144
257	0.2087901348
258	0.2085991661
259	0.208481966
260	0.2082943142
261	0.2081251012
262	0.2080224119
263	0.2078874116
264	0.2077152216
265	0.2075474342
266	0.2074627114
267	0.2072379242
268	0.2070615711
269	0.2068537312
270	0.2067139474
271	0.2065239335
272	0.2063338243
273	0.2061728902
274	0.2060104424
275	0.2058386121
276	0.2055507363
277	0.2053863596
278	0.2051820539
279	0.2050346686
280	0.204922327
281	0.2046914969
282	0.2044433341
283	0.2042700215
284	0.204031977
285	0.203833228
286	0.2037333004
287	0.2035497108
288	0.2033082599
289	0.2031604806
290	0.2029540724
291	0.2028002774
292	0.2026705976
293	0.2024889319
294	0.2023878777
295	0.2022390247
296	0.2020497539
297	0.2019647101
298	0.201748355
299	0.2016500913
300	0.2014901153
301	0.2011539352
302	0.2010103969
303	0.2009009595
304	0.2008319504
305	0.2006514362
306	0.2004561138
307	0.2001862219
308	0.1998283371
309	0.1997221117
310	0.1995358873
311	0.1993781806
312	0.1992145413
313	0.1990972841
314	0.1988565762
315	0.1987401388
316	0.1985937553
317	0.1984999033
318	0.1983698882
319	0.1982428756
320	0.198111332
321	0.1979704459
322	0.1978084808
323	0.1976844419
324	0.197571878
325	0.1974460958
326	0.1972890822
327	0.1971549113
328	0.1970393303
329	0.1969323329
330	0.1967977033
331	0.1966274444
332	0.1964733695
333	0.1963356826
334	0.1960480702
335	0.1959432588
336	0.1957413138
337	0.195584752
338	0.1955134234
339	0.1952909603
340	0.1952037851
341	0.1950027247
342	0.194922523
343	0.1947450349
344	0.1944911537
345	0.1942833318
346	0.1940865142
347	0.1939721857
348	0.1938179322
349	0.1936876957
350	0.193519884
351	0.1932826322
352	0.1931218284
353	0.1930065274
354	0.1928328731
355	0.192605166
356	0.1924106208
357	0.192214363
358	0.1920545722
359	0.1919657899
360	0.1918546241
361	0.1917076198
362	0.1914650017
363	0.191295895
364	0.1911557072
365	0.1910168912
366	0.1909205714
367	0.1908304179
368	0.190628338
369	0.1904834216
370	0.1903056707
371	0.1901408897
372	0.1900246483
373	0.189849951
374	0.1897253238
375	0.1896254978
376	0.1895309222
377	0.18941422
378	0.1893464827
379	0.1892339637
380	0.1891492594
381	0.1888669243
382	0.1887441719
383	0.1886138396
384	0.1884759123
385	0.1883495895
386	0.1882007214
387	0.1881284599
388	0.187922764
389	0.1877077938
390	0.187568846
391	0.1874380635
392	0.1873239166
393	0.1871156555
394	0.1869428587
395	0.1867887841
396	0.1866370417
397	0.186556401
398	0.1864305332
399	0.1863029132
400	0.186008804
401	0.1858506011
402	0.1856660929
403	0.1855547613
404	0.1854411368
405	0.1852377186
406	0.1851058713
407	0.1849975637
408	0.184857286
409	0.1846670498
410	0.1845449969
411	0.18441705
412	0.1843025472
413	0.1841419339
414	0.1840383873
415	0.1839892899
416	0.1837915426
417	0.183704102
418	0.1835235896
419	0.1833854317
420	0.1832753195
421	0.1830998564
422	0.1829735309
423	0.1828979521
424	0.1827180609
425	0.1825793297
426	0.1825232497
427	0.1823734957
428	0.1822258422
429	0.1820198726
430	0.1818803893
431	0.1817376071
432	0.181545014
433	0.1814133041
434	0.1812638723
435	0.1810751833
436	0.180942819
437	0.180746053
438	0.1803919723
439	0.18026225
440	0.1800061894
441	0.1798551979
442	0.1796512563
443	0.1795137644
444	0.1793986445
445	0.1790548134
446	0.1789653788
447	0.178911553
448	0.178757827
449	0.1785469247
450	0.1784185842
451	0.1782555965
452	0.1780869041
453	0.1779715963
454	0.1777348108
455	0.177559606
456	0.1774180972
457	0.1773108455
458	0.1771858017
459	0.177051098
460	0.1769078369
461	0.1768202537
462	0.1766537215
463	0.1765219027
464	0.176410975
465	0.176296773
466	0.1761931851
467	0.1760166564
468	0.1758447386
469	0.1756942781
470	0.1755220409
471	0.1753306988
472	0.1752340963
473	0.1750669863
474	0.1749571047
475	0.1747574687
476	0.1746191453
477	0.1744291226
478	0.1743260679
479	0.1741355072
480	0.1740236661
481	0.1738883628
482	0.1738051983
483	0.1736405033
484	0.1735234738
485	0.1733941492
486	0.1732532605
487	0.1730967275
488	0.1729464498
489	0.1728447524
490	0.1726933611
491	0.1725355567
492	0.1723906211
493	0.1722974438
494	0.1721380602
495	0.1719919676
496	0.1716596246
497	0.1715383389
498	0.1714473055
499	0.1713465974
500	0.1711705812
501	0.171008795
502	0.170859306
503	0.1707080356
504	0.1705677461
505	0.1704444329
506	0.1703374698
507	0.170193477
508	0.1700941814
509	0.169974431
510	0.1698820511
511	0.1697094705
512	0.1695380339
513	0.1693777727
514	0.1692157416
515	0.1691216417
516	0.1689197955
517	0.1688234969
518	0.1686557045
519	0.1685702544
520	0.168448098
521	0.1683200339
522	0.1682026744
523	0.1681122038
524	0.1679642686
525	0.1678534245
526	0.1676940708
527	0.1675649017
528	0.1674523449
529	0.1673376654
530	0.1672423499
531	0.167103077
532	0.1669491587
533	0.1668246
534	0.1667150299
535	0.1665780691
536	0.1664679213
537	0.1663652039
538	0.1662397966
539	0.1661422901
540	0.1658873128
541	0.1658068404
542	0.1656212105
543	0.1654955421
544	0.1653979309
545	0.1652770571
546	0.1651097753
547	0.1649706396
548	0.1648774281
549	0.1647702224
550	0.1645861522
551	0.164452665
552	0.1643724149
553	0.164251995
554	0.16416493
555	0.1640697538
556	0.1639155932
557	0.1637458121
558	0.1636059882
559	0.1634748015
560	0.1633449326
561	0.1632233409
562	0.1631569567
563	0.1630351406
564	0.1629172939
565	0.1628301436
566	0.1627228232
567	0.1624786898
568	0.1623000978
569	0.1621935433
570	0.1620631586
571	0.1619952237
572	0.1619023508
573	0.161743003
574	0.1616183165
575	0.1615496301
576	0.1613886547
577	0.1612695815
578	0.1611614748
579	0.1610867946
580	0.1609814001
581	0.1609343344
582	0.1608338258
583	0.1607523949
584	0.1606643256
585	0.1605002615
586	0.160399896
587	0.1602862925
588	0.1601795175
589	0.1600506858
590	0.1599332005
591	0.1597898348
592	0.1596947821
593	0.1595361536
594	0.1594385432
595	0.1593388574
596	0.1592465239
597	0.1590968182
598	0.1590250338
599	0.158900268
600	0.1587342867
601	0.1586339651
602	0.1584699169
603	0.1583773413
604	0.1582402441
605	0.1581461595
606	0.1580068323
607	0.1579197081
608	0.1578105856
609	0.1577234526
610	0.1575958089
611	0.1574435194
612	0.1573607981
613	0.1572499326
614	0.1571693087
615	0.1570787337
616	0.1568993038
617	0.1566897476
618	0.1565551399
619	0.1564632824
620	0.1563673952
621	0.156240145
622	0.1561398289
623	0.1560363439
624	0.1559692765
625	0.155822605
626	0.1556863984
627	0.1555579927
628	0.1554758851
629	0.1553698466
630	0.1552864789
631	0.1551463812
632	0.1550683476
633	0.1548416719
634	0.1547099596
635	0.1545331237
636	0.1544067273
637	0.1543234558
638	0.1541952693
639	0.1541169109
640	0.1540383811
641	0.1539034327
642	0.1537595055
643	0.1535384616
644	0.1534845253
645	0.1533518264
646	0.1532196563
647	0.1531340555
648	0.1530798159
649	0.1529823374
650	0.1528564176
651	0.1527402599
652	0.1526098619
653	0.1525188597
654	0.1524377924
655	0.1523444766
656	0.1522807159
657	0.1522228663
658	0.1521077827
659	0.1519571047
660	0.1518102774
661	0.1517636539
662	0.151687611
663	0.1515671116
664	0.1514529306
665	0.1513530845
666	0.1512674175
667	0.1511662834
668	0.1510540959
669	0.1509352264
670	0.1507917349
671	0.1506966909
672	0.1505758657
673	0.1505033682
674	0.150343957
675	0.1502316471
676	0.1501076207
677	0.1500377799
678	0.1498737623
679	0.1497961511
680	0.1497094607
681	0.1495975753
682	0.1495004448
683	0.1494117273
684	0.1493407609
685	0.1492407158
686	0.149129498
687	0.1490519169
688	0.1489249191
689	0.1488608128
690	0.1487698809
691	0.1487035831
692	0.1486282878
693	0.148526215
694	0.1484768148
695	0.148394401
696	0.1483032061
697	0.1482326976
698	0.1480987053
699	0.1479860195
700	0.1479372
701	0.1477858271
702	0.1477177563
703	0.1476152758
704	0.1475753618
705	0.147455575
706	0.1473406236
707	0.1472224351
708	0.1470689904
709	0.1469242438
710	0.1467253852
711	0.146605033
712	0.1464940838
713	0.1464187933
714	0.1463376734
715	0.1461907169
716	0.1460679827
717	0.1459329189
718	0.1458221398
719	0.1457150939
720	0.1455450944
721	0.1454445546
722	0.1453621415
723	0.1452454546
724	0.1451259053
725	0.145012666
726	0.1449113778
727	0.1447977231
728	0.1447076095
729	0.1446144301
730	0.1445137901
731	0.1444234067
732	0.1442730302
733	0.1442122858
734	0.1441231216
735	0.144032936
736	0.1439563106
737	0.1438661672
738	0.1437787115
739	0.1437054086
740	0.1436410183
741	0.1435575741
742	0.1434796745
743	0.1434300528
744	0.1432500513
745	0.1431515733
746	0.1430981515
747	0.1430118893
748	0.1429417396
749	0.1428625001
750	0.1427207834
751	0.1426681549
752	0.1425488839
753	0.1424152848
754	0.1423158053
755	0.142212426
756	0.1421126207
757	0.1420053327
758	0.1419184304
759	0.1417838059
760	0.1416277694
761	0.141535301
762	0.1414465301
763	0.1413392717
764	0.1412618906
765	0.1411938458
766	0.1410831034
767	0.1409860125
768	0.1409446793
769	0.1408517218
770	0.1407760457
771	0.1407103164
772	0.1406310266
773	0.1405384445
774	0.1404231388
775	0.140348961
776	0.140259332
777	0.1401536747
778	0.1400534081
779	0.1400046661
780	0.139881094
781	0.1398296004
782	0.139762305
783	0.1396792548
784	0.1395821641
785	0.1394856037
786	0.1393617693
787	0.1392386638
788	0.1391666758
789	0.1390440405
790	0.1389750762
791	0.1389026627
792	0.1388297957
793	0.1387670929
794	0.1386850579
795	0.1385909235
796	0.1385068581
797	0.1383878219
798	0.1382873766
799	0.1382202848
800	0.1381609974
801	0.1380848524
802	0.1379895841
803	0.1378869919
804	0.1377992026
805	0.1377125422
806	0.13762746
807	0.1375274749
808	0.1374546774
809	0.1373548801
810	0.1372436695
811	0.1372084925
812	0.1370893662
813	0.1370359467
814	0.1369515828
815	0.136849398
816	0.136795023
817	0.1367068775
818	0.1366508653
819	0.1365397671
820	0.1364247891
821	0.1363087233
822	0.1362021171
823	0.1361221448
824	0.1360116109
825	0.1359404322
826	0.135866911
827	0.1358164865
828	0.1357220904
829	0.1355419622
830	0.1354723484
831	0.1353942317
832	0.1353251708
833	0.1352165637
834	0.135134464
835	0.1350415902
836	0.1349628805
837	0.1348516103
838	0.1347673064
839	0.1346804474
840	0.1345438352
841	0.1344767816
842	0.1343939687
843	0.1342977738
844	0.1341787253
845	0.1341038616
846	0.1339869875
847	0.1339624916
848	0.1338841218
849	0.1338137163
850	0.1336873798
851	0.1335457006
852	0.1334933035
853	0.133374107
854	0.1333089478
855	0.1331767356
856	0.1330699685
857	0.1329980554
858	0.1329136303
859	0.1328116129
860	0.1327474599
861	0.1326526422
862	0.1325784987
863	0.1324979478
864	0.1324177737
865	0.1323777509
866	0.1322673745
867	0.1321995427
868	0.1321088904
869	0.1320058875
870	0.1319042861
871	0.1318694064
872	0.1317473263
873	0.1316751733
874	0.1315692439
875	0.1314865149
876	0.1314047897
877	0.1313016234
878	0.131217982
879	0.1311604383
880	0.1310650419
881	0.1309981276
882	0.1309228918
883	0.1307440873
884	0.1306683002
885	0.1305950533
886	0.1304839584
887	0.1303859277
888	0.1303058646
889	0.1302040383
890	0.1300963578
891	0.1300357646
892	0.1299568453
893	0.1298673108
894	0.1297709459
895	0.1296957106
896	0.1296097213
897	0.129531921
898	0.1294897726
899	0.1294377573
900	0.1293536072
901	0.1292869941
902	0.1292012087
903	0.1291033886
904	0.1290227509
905	0.1289487843
906	0.1288350381
907	0.128754157
908	0.1286580481
909	0.1285612475
910	0.1284756037
911	0.1283032846
912	0.1281921116
913	0.1281048671
914	0.1280000423
915	0.1278996385
916	0.1278078207
917	0.1277593066
918	0.127708986
919	0.127655734
920	0.1275372993
921	0.1274612439
922	0.127388038
923	0.1273090229
924	0.1272445565
925	0.1271800519
926	0.1271158569
927	0.1270290039
928	0.1269463928
929	0.1268358684
930	0.1266731834
931	0.1265568086
932	0.1264531495
933	0.1263539567
934	0.1262950347
935	0.1261558939
936	0.1260798878
937	0.1259892857
938	0.1258787306
939	0.125810268
940	0.1257344263
941	0.1256631
942	0.1255900968
943	0.1255093111
944	0.1253584238
945	0.12528427
946	0.1251956895
947	0.1251126706
948	0.1250747509
949	0.1250051889
950	0.1249102631
951	0.1248170828
952	0.1247599482
953	0.1246788539
954	0.1245822922
955	0.1245132797
956	0.1244182731
957	0.124330598
958	0.1242702606
959	0.1241994524
960	0.1241278463
961	0.1240192692
962	0.1239321872
963	0.1238345768
964	0.1237402634
965	0.1236434818
966	0.1235726471
967	0.1234773542
968	0.1234432844
969	0.1233669687
970	0.1232670111
971	0.1231946736
972	0.123115007
973	0.1230413052
974	0.12297661
975	0.1228922931
976	0.122800646
977	0.1227138112
978	0.1226173777
979	0.1225386526
980	0.1224836465
981	0.1224282578
982	0.122382903
983	0.1223072025
984	0.1221876301
985	0.1221044827
986	0.122036856
987	0.1219693819
988	0.1219054221
989	0.1218371439
990	0.1217454628
991	0.1216649308
992	0.1215331695
993	0.1214435142
994	0.121349961
995	0.1212612936
996	0.1211953519
997	0.1210930944
998	0.1210063372
999	0.1209533419
