iter	Logloss
341	0.1975533804
342	0.1974338444
343	0.1973245731
344	0.1971850611
345	0.1969580001
346	0.1967816456
347	0.1966770808
348	0.1966105299
349	0.1964816661
350	0.196307569
351	0.196068582
352	0.1958653516
353	0.1957227091
354	0.1956424647
355	0.1955355573
356	0.1954118685
357	0.1952181787
358	0.194978702
359	0.1948394882
360	0.1947326873
361	0.1945951985
362	0.19446593
363	0.1943350856
364	0.1942633598
365	0.1941596894
366	0.1939705358
367	0.1938188211
368	0.1936418063
369	0.1934743749
370	0.193400775
371	0.1932318315
372	0.1930104992
373	0.1928357419
374	0.1925749902
375	0.1923783829
376	0.1922134218
377	0.1920523154
378	0.1919514349
379	0.1917494184
380	0.1916112055
381	0.1914339352
382	0.191324025
383	0.1911901779
384	0.1909510206
385	0.1908616188
386	0.1907663818
387	0.1906672263
388	0.1905160439
389	0.1904123097
390	0.1902116774
391	0.1900516145
392	0.1898083258
393	0.1896914304
394	0.1895380972
395	0.1894594713
396	0.189323814
397	0.1892160334
398	0.1890177437
399	0.1888644531
400	0.1886759596
401	0.1885844069
402	0.188403644
403	0.1882900922
404	0.1881418275
405	0.1880304053
406	0.1879041183
407	0.1877587286
408	0.1876432814
409	0.1875116065
410	0.1873795908
411	0.187252452
412	0.1871495057
413	0.1871059974
414	0.1869665706
415	0.1868501012
416	0.1866763235
417	0.1865069542
418	0.1863046608
419	0.1861289451
420	0.1860325155
421	0.1858374202
422	0.1855119491
423	0.1853583177
424	0.185217464
425	0.1851023789
426	0.1849459577
427	0.1848354087
428	0.1847099735
429	0.1845069773
430	0.1844260728
431	0.1842547015
432	0.1840601813
433	0.1838760962
434	0.1837099851
435	0.1835787148
436	0.1834781112
437	0.1834118371
438	0.1834012316
439	0.1832982001
440	0.1832374631
441	0.1830868132
442	0.1828362411
443	0.1827580837
444	0.1826259403
445	0.1824060774
446	0.1821914321
447	0.1820154183
448	0.1819078721
449	0.1818300555
450	0.1815584639
451	0.1814761964
452	0.1813398363
453	0.1812132937
454	0.1810567234
455	0.1809162957
456	0.1808013597
457	0.1806209162
458	0.1805128376
459	0.1804417506
460	0.1802729136
461	0.1801309526
462	0.1799881397
463	0.1798620018
464	0.1796950602
465	0.1794902325
466	0.1792382335
467	0.1790845382
468	0.1789443874
469	0.1787870291
470	0.1785704459
471	0.178463283
472	0.1783203423
473	0.1782769831
474	0.178121435
475	0.1780460249
476	0.1779630545
477	0.1777906611
478	0.177680325
479	0.1775126807
480	0.1774005877
481	0.1773132409
482	0.1772449225
483	0.1772152993
484	0.1769283851
485	0.1768119796
486	0.1766226876
487	0.176402846
488	0.1763209618
489	0.176160473
490	0.1760511165
491	0.1759174717
492	0.1758645611
493	0.1757434065
494	0.1755450955
495	0.1753630761
496	0.1751335128
497	0.175053705
498	0.1748495907
499	0.174709344
500	0.1745314561
501	0.1743470303
502	0.1741753184
503	0.1740605101
504	0.1739280259
505	0.173769113
506	0.1736800093
507	0.1735977631
508	0.1735147714
509	0.1734145298
510	0.173256128
511	0.17315496
512	0.1730537707
513	0.1729516125
514	0.1727684218
515	0.1726389936
516	0.1724921983
517	0.1724091109
518	0.1722732193
519	0.1721578679
520	0.1718950292
521	0.1717167686
522	0.1715950816
523	0.1714837979
524	0.1714031808
525	0.1712745406
526	0.1712039434
527	0.1711525661
528	0.1709953782
529	0.1708947745
530	0.1707773894
531	0.1706044529
532	0.1705280525
533	0.1702839119
534	0.1701361156
535	0.1700062828
536	0.1697765066
537	0.1696203409
538	0.169524465
539	0.1693726438
540	0.169302973
541	0.1691980888
542	0.1690856444
543	0.169015143
544	0.1689377097
545	0.1688403218
546	0.1687561376
547	0.168682889
548	0.168575428
549	0.1685018386
550	0.1683164971
551	0.1682474119
552	0.1681019476
553	0.1679888324
554	0.1678542292
555	0.1677450325
556	0.16757939
557	0.1674114262
558	0.1672658767
559	0.167161461
560	0.1669938273
561	0.1668843431
562	0.1667285821
563	0.1665657933
564	0.1664600678
565	0.1663501258
566	0.1661377379
567	0.1659860658
568	0.1658389404
569	0.1657429261
570	0.1655559873
571	0.1653574207
572	0.1652335508
573	0.165165424
574	0.1650606037
575	0.1649577746
576	0.1648133006
577	0.1647022404
578	0.1646035109
579	0.1644743489
580	0.1643688258
581	0.1642451582
582	0.1640803463
583	0.163949651
584	0.1638429885
585	0.1637347502
586	0.1635477262
587	0.1633321865
588	0.1632164837
589	0.1630610208
590	0.1629140871
591	0.1628180622
592	0.1626840553
593	0.1625501229
594	0.1624690267
595	0.1623331138
596	0.1622374296
597	0.1621703889
598	0.1620542815
599	0.161913545
600	0.161753759
601	0.1616012882
602	0.1615193827
603	0.1614094832
604	0.1612572467
605	0.1610931056
606	0.1609907024
607	0.1608930802
608	0.1607643548
609	0.1607032558
610	0.160572241
611	0.1604790378
612	0.1603908179
613	0.16024595
614	0.1601282347
615	0.1600439547
616	0.1598996298
617	0.1598354427
618	0.1596945891
619	0.1595296281
620	0.1594177267
621	0.1593002458
622	0.1592113125
623	0.1590398135
624	0.1589896394
625	0.158896596
626	0.15879119
627	0.1586590146
628	0.1584813184
629	0.1583738147
630	0.1581880046
631	0.1580206797
632	0.1578898353
633	0.1578278525
634	0.1577320086
635	0.1575929651
636	0.1574411332
637	0.1573355249
638	0.1571966093
639	0.1570025256
640	0.1568685719
641	0.1567663178
642	0.1566901942
643	0.1565995998
644	0.1565453475
645	0.1564431893
646	0.1562368389
647	0.1560861464
648	0.1559972344
649	0.1559123048
650	0.1557599512
651	0.1556242193
652	0.1554669888
653	0.1553416708
654	0.1552152347
655	0.1550767663
656	0.1549152659
657	0.1547686516
658	0.1546698156
659	0.1545385666
660	0.1543939541
661	0.154304712
662	0.1541548075
663	0.1540286802
664	0.1539693168
665	0.153882428
666	0.1537462063
667	0.1536619156
668	0.15358083
669	0.1534708453
670	0.1533436958
671	0.1532376403
672	0.1530786422
673	0.1530091525
674	0.1529204321
675	0.1528243113
676	0.1527418095
677	0.1526123814
678	0.1524899171
679	0.152365025
680	0.1522018848
681	0.1521254205
682	0.1520237307
683	0.1519169192
684	0.1518380164
685	0.1517139762
686	0.1516533031
687	0.1515509744
688	0.1514344625
689	0.1513120088
690	0.1512541468
691	0.151113996
692	0.1510174705
693	0.1508862322
694	0.15074491
695	0.1506101578
696	0.1504505527
697	0.150394863
698	0.1502601533
699	0.1501673228
700	0.1500310585
701	0.1499268345
702	0.1498020489
703	0.1496991985
704	0.1495518388
705	0.1494331653
706	0.1493826931
707	0.1491932945
708	0.1490615451
709	0.1489116086
710	0.1487964702
711	0.1486894351
712	0.1486036962
713	0.1484795176
714	0.1483882204
715	0.1483125973
716	0.1482476649
717	0.1481731598
718	0.1480646233
719	0.1479754984
720	0.1478238049
721	0.1477395675
722	0.1476632735
723	0.1475579953
724	0.1474867486
725	0.147382482
726	0.1473052829
727	0.147232226
728	0.1471509594
729	0.1470493974
730	0.1469507743
731	0.1468527688
732	0.1467044615
733	0.1466107898
734	0.1465176079
735	0.1463710149
736	0.146293933
737	0.1462055214
738	0.1460956645
739	0.1459437901
740	0.1458471369
741	0.1457322541
742	0.1456563541
743	0.1455734902
744	0.1454670088
745	0.1452832538
746	0.145113352
747	0.1449734461
748	0.1448770378
749	0.1447997536
750	0.1447246842
751	0.1446562698
752	0.1445728842
753	0.1444950889
754	0.1444299755
755	0.1442962668
756	0.1441615465
757	0.1440496984
758	0.1439837864
759	0.1438813938
760	0.1438155031
761	0.143678355
762	0.143507857
763	0.1434037394
764	0.1433032529
765	0.1432220502
766	0.1431027697
767	0.1429510869
768	0.142778736
769	0.1426438134
770	0.1425489278
771	0.1423995982
772	0.1423264561
773	0.1422349673
774	0.1421525507
775	0.1420691651
776	0.1420016132
777	0.1418898503
778	0.141816868
779	0.1416594565
780	0.1415823532
781	0.1415143542
782	0.1413873006
783	0.1412513025
784	0.1411232373
785	0.1410027429
786	0.1408608564
787	0.1407995444
788	0.1407231652
789	0.1406082079
790	0.1405166232
791	0.1404257945
792	0.1403278742
793	0.1402537418
794	0.1401721451
795	0.1400874178
796	0.1399932137
797	0.1398946013
798	0.1397832643
799	0.1396907106
800	0.1395768607
801	0.1395100649
802	0.1394181395
803	0.1393612677
804	0.1392172303
805	0.1391442905
806	0.1390279702
807	0.1389052184
808	0.1387554736
809	0.138634713
810	0.1385604528
811	0.1384571871
812	0.1383719275
813	0.1382571511
814	0.1381841262
815	0.1380696906
816	0.1379718661
817	0.1378729661
818	0.1378283078
819	0.1377651217
820	0.1376381852
821	0.1375390191
822	0.1374831695
823	0.1373421988
824	0.137271346
825	0.1371723183
826	0.1370248202
827	0.1369268147
828	0.1368507018
829	0.1367212417
830	0.1366331602
831	0.1365457709
832	0.1364249464
833	0.1363110326
834	0.1362320873
835	0.1361009341
836	0.136026855
837	0.1359729647
838	0.1358723823
839	0.1357987717
840	0.1357138208
841	0.1356624542
842	0.1355205677
843	0.1354385238
844	0.1353311479
845	0.1352178729
846	0.1351055457
847	0.1350248008
848	0.1349560138
849	0.1349048175
850	0.1348627041
851	0.1347879648
852	0.1346764362
853	0.1346157417
854	0.1345304714
855	0.1344641761
856	0.1342918678
857	0.134225253
858	0.1340808749
859	0.1339589856
860	0.133893755
861	0.1337842495
862	0.1336630524
863	0.1335778566
864	0.1335021802
865	0.1334202002
866	0.133315465
867	0.1332026267
868	0.133124629
869	0.1330546175
870	0.1329806981
871	0.1328629509
872	0.1327327348
873	0.1326542686
874	0.1325679547
875	0.1324458844
876	0.1323851474
877	0.1322989294
878	0.1322664739
879	0.1321809267
880	0.1320311286
881	0.1319166717
882	0.1318447968
883	0.1317226732
884	0.1316844783
885	0.1316032756
886	0.1315095613
887	0.1314375479
888	0.1312601818
889	0.1311675429
890	0.1310935703
891	0.1309587115
892	0.1308646139
893	0.1307465047
894	0.1306009978
895	0.1305510793
896	0.1304710053
897	0.1303914317
898	0.1303323452
899	0.1302785294
900	0.1301756364
901	0.130096936
902	0.130027393
903	0.129946531
904	0.1298659671
905	0.1297824431
906	0.1296985783
907	0.1296211131
908	0.1295521131
909	0.129506571
910	0.1293904424
911	0.1293345822
912	0.1292241397
913	0.1291565985
914	0.1290806985
915	0.1289898166
916	0.1288610167
917	0.1287813047
918	0.1287329195
919	0.1286896029
920	0.1285634543
921	0.1284522558
922	0.1282712799
923	0.1282180818
924	0.1281728911
925	0.1280762059
926	0.1280162569
927	0.1279659977
928	0.1278574824
929	0.1277476255
930	0.1276234043
931	0.1274860007
932	0.1273466697
933	0.1271735522
934	0.1270338699
935	0.1269312111
936	0.1268112704
937	0.1267577316
938	0.1267095168
939	0.126598084
940	0.1265234831
941	0.1264182794
942	0.1263401327
943	0.1262563105
944	0.1261410124
945	0.1260217745
946	0.1259510389
947	0.1258457288
948	0.1257671242
949	0.1256300719
950	0.1255251238
951	0.1254631623
952	0.1253926396
953	0.1253357147
954	0.1252274443
955	0.125149862
956	0.1250397602
957	0.1249784375
958	0.1248533538
959	0.1247651659
960	0.1246883289
961	0.1246164113
962	0.1245199817
963	0.1244408767
964	0.1243376003
965	0.1242561633
966	0.1241687634
967	0.1240863254
968	0.1239910033
969	0.1238937431
970	0.1238146807
971	0.1237414214
972	0.1236260701
973	0.1235213776
974	0.1234270031
975	0.1233595577
976	0.1232878851
977	0.123215499
978	0.1231491398
979	0.1230713231
980	0.1229859676
981	0.1228952241
982	0.1227868686
983	0.1227482904
984	0.1226617104
985	0.1225561873
986	0.1224783068
987	0.1223502522
988	0.1222917726
989	0.1221882833
990	0.1220696523
991	0.1219949236
992	0.1219067996
993	0.1218130853
994	0.121768789
995	0.1216974145
996	0.1215636739
997	0.1215309202
998	0.1214386966
999	0.121378673
